,day,title,type_meal,Portion,Calories,Carbs,Fat,Protein,Fiber,Meal,validador
563,94,Basic protein shake,Snack,1.5,352,214,84,466,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/>Basic protein shake</a>",242.0
564,95,Homemade Turkey McMuffins,Breakfast,1.1,491,319,250,352,49,"<a href=https://www.eatthismuch.com/recipe/nutrition/homemade-turkey-mcmuffins,927330/>Homemade Turkey McMuffins</a>",438.0
565,95,Big Bad Bean Burrito,Lunch,1.1,547,346,133,85,126,"<a href=https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/>Big PB&J Sandwich</a>",488.0
566,95,Almonds,Lunch,1.1,367,68,159,67,39,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>",328.0
567,95,Protein Packed Tuna Melt,Dinner,1.1,1022,366,159,584,57,"<a href=https://www.eatthismuch.com/recipe/nutrition/protein-packed-tuna-melt,939656/>Protein Packed Tuna Melt</a>",912.0
568,95,Korean Zucchini Pancake,Dinner,1.1,172,70,61,15,12,"<a href=https://www.eatthismuch.com/recipe/nutrition/korean-zucchini-pancake,1004797/>Korean Zucchini Pancake</a>",154.0
569,95,Cucumber Tomato Salad with Tuna,Snack,1.1,265,241,28,411,54,"<a href=https://www.eatthismuch.com/recipe/nutrition/cucumber-tomato-salad-with-tuna,905900/>Cucumber Tomato Salad with Tuna</a>",237.0
570,95,Grapes,Snack,1.1,116,306,2,12,15,"<a href=https://www.eatthismuch.com/recipe/nutrition/grapes,474464/>Grapes</a>",104.0
571,96,Yogurt with Grape-nut Cereal and Honey,Breakfast,1.2,202,326,10,173,30,"<a href=https://www.eatthismuch.com/recipe/nutrition/yogurt-with-grape-nut-cereal-and-honey,905510/>Yogurt with Grape-nut Cereal and Honey</a>",171.0
572,96,3 Herb Breakfast Patties,Breakfast,1.2,350,3,234,323,2,"<a href=https://www.eatthismuch.com/recipe/nutrition/3-herb-breakfast-patties,925705/>3 Herb Breakfast Patties</a>",295.0
573,96,Cinnamon-Raisin Peanut Butter Sandwich,Lunch,1.2,937,571,214,177,83,"<a href=https://www.eatthismuch.com/recipe/nutrition/cinnamon-raisin-peanut-butter-sandwich,36560/>Cinnamon-Raisin Peanut Butter Sandwich</a>",790.0
574,96,Hot Garlic Chicken Salad,Dinner,1.2,624,147,54,479,36,"<a href=https://www.eatthismuch.com/recipe/nutrition/hot-garlic-chicken-salad,1012754/>Hot Garlic Chicken Salad</a>",526.0
575,96,Stir Fried Mixed Veggies in Soy Sauce,Dinner,1.2,393,232,90,67,68,"<a href=https://www.eatthismuch.com/recipe/nutrition/stir-fried-mixed-veggies-in-soy-sauce,906709/>Stir Fried Mixed Veggies in Soy Sauce</a>",332.0
576,96,Peanut Butter and Honey Toast,Snack,1.2,327,402,159,105,37,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-honey-toast,905650/>Peanut Butter and Honey Toast</a>",276.0
577,96,Cucumber & Hummus,Snack,1.2,140,149,71,65,49,"<a href=https://www.eatthismuch.com/recipe/nutrition/cucumber-hummus,331996/>Cucumber & Hummus</a>",118.0
578,97,"Sausage, Egg, and Cheese Scramble",Breakfast,0.9,303,83,204,207,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/sausage-egg-and-cheese-scramble,412929/>Sausage, Egg, and Cheese Scramble</a>",323.0
579,97,Pecans,Breakfast,0.9,184,36,191,24,25,"<a href=https://www.eatthismuch.com/recipe/nutrition/pecans,532146/>Pecans</a>",196.0
580,97,Peanut butter and jelly,Lunch,0.9,697,391,172,116,49,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-jelly,33486/>Peanut butter and jelly</a>",742.0
581,97,Avocado salad,Lunch,0.9,646,214,279,46,142,"<a href=https://www.eatthismuch.com/recipe/nutrition/avocado-salad,54908/>Avocado salad</a>",688.0
582,97,Easy Grilled Chicken Teriyaki,Dinner,0.9,701,119,79,541,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-grilled-chicken-teriyaki,36663/>Easy Grilled Chicken Teriyaki</a>",746.0
583,97,Baked Sweet Potato Fries,Dinner,0.9,251,250,22,20,38,"<a href=https://www.eatthismuch.com/recipe/nutrition/baked-sweet-potato-fries,936932/>Baked Sweet Potato Fries</a>",268.0
584,97,Banana Almond Butter,Snack,0.9,190,281,87,43,44,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana-almond-butter,717739/>Banana Almond Butter</a>",203.0
585,98,Corn Flakes,Breakfast,1.2,275,438,62,125,11,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
586,98,Buttered Toast,Breakfast,1.2,150,148,83,43,21,"<a href=https://www.eatthismuch.com/recipe/nutrition/buttered-toast,254567/>Buttered Toast</a>",121.0
587,98,Avocado Chicken Salad,Lunch,1.2,1422,144,427,684,83,"<a href=https://www.eatthismuch.com/recipe/nutrition/avocado-chicken-salad,924564/>Chicken and avocado salad</a>",1146.0
588,98,Tuna Macaroni Goulash,Dinner,1.2,826,667,43,309,59,"<a href=https://www.eatthismuch.com/recipe/nutrition/tuna-macaroni-goulash,34719/>Tuna Macaroni Goulash</a>",666.0
589,98,Basic protein shake,Snack,1.2,300,182,72,397,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/>Basic protein shake</a>",242.0
590,99,Vegan Banana Oat Pancakes,Breakfast,1.2,488,1079,47,124,145,"<a href=https://www.eatthismuch.com/recipe/nutrition/vegan-banana-oat-pancakes,906509/>Vegan Banana Oat Pancakes</a>",412.0
591,99,Lime Chicken Salad,Lunch,1.2,573,39,122,385,8,"<a href=https://www.eatthismuch.com/recipe/nutrition/lime-chicken-salad,907212/>Lime Chicken Salad</a>",484.0
592,99,Almonds,Lunch,1.2,388,72,168,71,41,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>",328.0
593,99,Chicken & Mashed Potatoes,Dinner,1.2,837,176,164,479,22,"<a href=https://www.eatthismuch.com/recipe/nutrition/chicken-mashed-potatoes,1012750/>Chicken & Mashed Potatoes</a>",706.0
594,99,Stir Fried Mixed Veggies in Soy Sauce,Dinner,1.2,393,232,90,67,68,"<a href=https://www.eatthismuch.com/recipe/nutrition/stir-fried-mixed-veggies-in-soy-sauce,906709/>Stir Fried Mixed Veggies in Soy Sauce</a>",332.0
595,99,Corn Flakes,Snack,1.2,263,418,59,119,10,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
596,99,Oranges,Snack,1.2,73,182,2,14,36,"<a href=https://www.eatthismuch.com/recipe/nutrition/oranges,477502/>Oranges</a>",62.0
597,100,Tropical protein smoothie,Breakfast,1.0,409,740,21,273,54,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Tropical protein smoothie</a>",425.0
598,100,Tropical protein smoothie,Lunch,1.0,818,740,21,273,54,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
599,100,Peanut Butter & Celery,Lunch,1.0,402,103,156,82,44,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/>Peanut Butter & Celery</a>",418.0
600,100,BBQ Chicken Sandwich,Dinner,1.0,905,387,143,402,47,"<a href=https://www.eatthismuch.com/recipe/nutrition/bbq-chicken-sandwich,50746/>BBQ Chicken Sandwich</a>",940.0
601,100,Easy Hard-Boiled Eggs,Dinner,1.0,138,3,46,60,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-hard-boiled-eggs,36640/>Easy Hard-Boiled Eggs</a>",144.0
602,100,Apples and Almond Butter,Snack,1.0,280,299,174,69,74,"<a href=https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/>Apples and Almond Butter</a>",291.0
603,100,Strawberries,Snack,1.0,44,106,3,9,27,"<a href=https://www.eatthismuch.com/recipe/nutrition/strawberries,477663/>Strawberries</a>",46.0
604,101,Tropical protein smoothie,Breakfast,1.0,419,758,21,280,56,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Tropical protein smoothie</a>",425.0
605,101,Tropical protein smoothie,Lunch,1.0,838,758,21,280,56,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
606,101,Peanut Butter & Celery,Lunch,1.0,412,105,159,84,45,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/>Peanut Butter & Celery</a>",418.0
607,101,Tomato Mozzarella Tuna Melt,Dinner,1.0,909,311,155,504,61,"<a href=https://www.eatthismuch.com/recipe/nutrition/tomato-mozzarella-tuna-melt,906322/>Tomato Mozzarella Tuna Melt</a>",922.0
608,101,Peanut butter and jelly,Snack,1.0,366,411,181,122,52,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-jelly,33486/>Peanut butter and jelly</a>",371.0
609,101,Oranges,Snack,1.0,61,151,1,11,30,"<a href=https://www.eatthismuch.com/recipe/nutrition/oranges,477502/>Oranges</a>",62.0
610,102,"Eggs, Cheese, Turkey Sausage Omelet",Breakfast,1.1,398,24,265,351,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/eggs-cheese-turkey-sausage-omelet,35583/>Turkey and Cheese Omelet</a>",368.0
611,102,Buttered Toast with Cinnamon,Breakfast,1.1,155,197,60,60,35,"<a href=https://www.eatthismuch.com/recipe/nutrition/buttered-toast-with-cinnamon,906422/>Cinnamon Toast</a>",144.0
612,102,Peanut Butter and Honey Sandwich on Rye,Lunch,1.1,801,455,196,142,68,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-honey-sandwich-on-rye,717828/>Peanut Butter and Honey Sandwich on Rye</a>",740.0
613,102,Pasta Caprice,Dinner,1.1,786,637,83,175,48,"<a href=https://www.eatthismuch.com/recipe/nutrition/pasta-caprice,927225/>Pasta Caprice</a>",726.0
614,102,"Zucchini ""Pasta""",Dinner,1.1,448,180,106,154,46,"<a href=https://www.eatthismuch.com/recipe/nutrition/zucchini-pasta,55094/>Zucchini ""Pasta""</a>",414.0
615,102,Paleo Avocado Tuna Salad (Tuna in Water),Snack,1.1,386,149,241,329,102,"<a href=https://www.eatthismuch.com/recipe/nutrition/paleo-avocado-tuna-salad-tuna-in-water,3172586/>Paleo Avocado Tuna Salad (Tuna in Water)</a>",357.0
616,103,Tasty Turkey & Spinach Omelet,Breakfast,1.0,410,181,169,455,28,"<a href=https://www.eatthismuch.com/recipe/nutrition/tasty-turkey-spinach-omelet,56672/>Tasty Turkey & Spinach Omelet</a>",425.0
617,103,Cinnamon-Raisin Peanut Butter Sandwich,Lunch,1.0,763,465,174,144,67,"<a href=https://www.eatthismuch.com/recipe/nutrition/cinnamon-raisin-peanut-butter-sandwich,36560/>Cinnamon-Raisin Peanut Butter Sandwich</a>",790.0
618,103,Garlic Angel Hair Pasta with Roasted Asparagus and Onions,Dinner,1.0,477,332,72,102,21,"<a href=https://www.eatthismuch.com/recipe/nutrition/garlic-angel-hair-pasta-with-roasted-asparagus-and,905503/>Garlic Angel Hair Pasta with Roasted Asparagus and Onions</a>",494.0
619,103,Cheese Rosti,Dinner,1.0,1024,642,216,172,78,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheese-rosti,57076/>Cheese Rosti</a>",1060.0
620,103,Simple Caprese Sandwich,Snack,1.0,341,502,84,163,25,"<a href=https://www.eatthismuch.com/recipe/nutrition/simple-caprese-sandwich,55543/>Simple Caprese Sandwich</a>",353.0
621,104,Blackberry Chocolate Shake,Breakfast,1.0,150,90,142,14,38,"<a href=https://www.eatthismuch.com/recipe/nutrition/blackberry-chocolate-shake,925723/>Blackberry Chocolate Shake</a>",154.0
622,104,Cheese On Toast,Breakfast,1.0,251,179,147,120,30,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheese-on-toast,906474/>Cheese On Toast</a>",257.0
623,104,Coconut Milk Protein Shake,Lunch,1.0,705,186,78,499,19,"<a href=https://www.eatthismuch.com/recipe/nutrition/coconut-milk-protein-shake,34529/>Coconut Milk Protein Shake</a>",720.0
624,104,Horseradish Dill Cottage Cheese Dip,Lunch,1.0,390,144,25,287,15,"<a href=https://www.eatthismuch.com/recipe/nutrition/horseradish-dill-cottage-cheese-dip,971472/>Horseradish Dill Cottage Cheese Dip</a>",398.0
625,104,Pasta with Lentil Soup Sauce,Dinner,1.0,558,540,13,113,44,"<a href=https://www.eatthismuch.com/recipe/nutrition/pasta-with-lentil-soup-sauce,45292/>Pasta with Lentil Soup Sauce</a>",570.0
626,104,Parmesan Asparagus,Dinner,1.0,431,78,174,97,39,"<a href=https://www.eatthismuch.com/recipe/nutrition/parmesan-asparagus,1014242/>Asparagus Parmesan</a>",440.0
627,104,Peanut Butter Banana Toast,Snack,1.0,377,506,169,118,59,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-banana-toast,39533/>Peanut Butter and Banana Toast</a>",385.0
628,104,Granola,Snack,1.0,136,147,66,41,25,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>",139.0
629,105,Brown Sugar Pecan Oatmeal,Breakfast,1.0,393,784,76,116,120,"<a href=https://www.eatthismuch.com/recipe/nutrition/brown-sugar-pecan-oatmeal,1023378/>Brown Sugar Pecan Oatmeal</a>",386.0
630,105,Banana Almond Butter,Breakfast,1.0,206,305,94,46,47,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana-almond-butter,717739/>Banana Almond Butter</a>",203.0
631,105,"ALT (Avocado, Lettuce, and Tomato) Sandwiches",Lunch,1.0,531,300,93,165,71,"<a href=https://www.eatthismuch.com/recipe/nutrition/alt-avocado-lettuce-and-tomato-sandwiches,386790/>ALT (Avocado, Lettuce, and Tomato) Sandwiches</a>",522.0
632,105,Carrots,Lunch,1.0,175,206,3,16,72,"<a href=https://www.eatthismuch.com/recipe/nutrition/carrots,478666/>Carrots</a>",172.0
633,105,Tomato Mozzarella Tuna Melt,Dinner,1.0,939,322,161,520,63,"<a href=https://www.eatthismuch.com/recipe/nutrition/tomato-mozzarella-tuna-melt,906322/>Tomato Mozzarella Tuna Melt</a>",922.0
634,105,Sea Salt Edamame,Dinner,1.0,299,113,69,132,42,"<a href=https://www.eatthismuch.com/recipe/nutrition/sea-salt-edamame,33763/>Sea Salt Edamame</a>",294.0
635,105,Roast Beef and Cheddar Sandwich,Snack,1.0,458,258,201,420,39,"<a href=https://www.eatthismuch.com/recipe/nutrition/roast-beef-and-cheddar-sandwich,906002/>Roast Beef and Cheddar Sandwich</a>",450.0
636,106,Tasty Turkey & Spinach Omelet,Breakfast,1.1,464,205,191,514,31,"<a href=https://www.eatthismuch.com/recipe/nutrition/tasty-turkey-spinach-omelet,56672/>Tasty Turkey & Spinach Omelet</a>",425.0
637,106,Tuna and Ranch Garden Salad,Lunch,1.1,972,379,214,373,85,"<a href=https://www.eatthismuch.com/recipe/nutrition/tuna-and-ranch-garden-salad,717719/>Tuna and Ranch Garden Salad</a>",890.0
638,106,Avocado Green Power Salad,Dinner,1.1,795,611,126,161,165,"<a href=https://www.eatthismuch.com/recipe/nutrition/avocado-green-power-salad,3175446/>Avocado Green Power Salad</a>",728.0
639,106,Stir Fried Mixed Veggies in Soy Sauce,Dinner,1.1,362,214,83,62,63,"<a href=https://www.eatthismuch.com/recipe/nutrition/stir-fried-mixed-veggies-in-soy-sauce,906709/>Stir Fried Mixed Veggies in Soy Sauce</a>",332.0
640,106,Cinnamon-Raisin Peanut Butter Sandwich,Snack,1.1,431,526,197,163,76,"<a href=https://www.eatthismuch.com/recipe/nutrition/cinnamon-raisin-peanut-butter-sandwich,36560/>Cinnamon-Raisin Peanut Butter Sandwich</a>",395.0
641,107,"Breakfast Sandwich with Egg, Cheese, and Ham",Breakfast,1.4,414,407,161,286,61,"<a href=https://www.eatthismuch.com/recipe/nutrition/breakfast-sandwich-with-egg-cheese-and-ham,907150/>Breakfast Sandwich with Egg, Cheese, and Ham</a>",298.0
642,107,Warm Blueberry Yogurt,Breakfast,1.4,205,228,16,260,29,"<a href=https://www.eatthismuch.com/recipe/nutrition/warm-blueberry-yogurt,905598/>Warm Blueberry Yogurt</a>",148.0
643,107,Quick Avocado Tuna Sandwich,Lunch,1.4,1184,508,203,545,84,"<a href=https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/>Quick Avocado Tuna Sandwich</a>",852.0
644,107,"Avocado, Strawberry, and Spinach Salad",Dinner,1.4,906,340,337,76,169,"<a href=https://www.eatthismuch.com/recipe/nutrition/avocado-strawberry-and-spinach-salad,905716/>Spinach & Strawberry Salad</a>",652.0
645,107,Peppered Cottage Cheese,Snack,1.4,279,205,73,340,18,"<a href=https://www.eatthismuch.com/recipe/nutrition/peppered-cottage-cheese,1522297/>Peppered Cottage Cheese</a>",201.0
646,108,Egg and Cheese Breakfast Sandwich,Breakfast,1.2,314,302,108,231,40,"<a href=https://www.eatthismuch.com/recipe/nutrition/egg-and-cheese-breakfast-sandwich,717847/>Egg and Cheese Breakfast Sandwich</a>",261.0
647,108,Apple,Breakfast,1.2,114,302,3,6,53,"<a href=https://www.eatthismuch.com/recipe/nutrition/apple,473713/>Apple</a>",95.0
648,108,Tropical protein smoothie,Lunch,1.2,1024,926,26,342,68,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
649,108,Banana,Lunch,1.2,253,325,4,15,37,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana,474253/>Banana</a>",210.0
650,108,BLT sandwich,Dinner,1.2,826,353,201,227,60,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-bacon-blt-sandwich,905840/>BLT sandwich</a>",686.0
651,108,Apples and Almond Butter,Snack,1.2,350,374,218,86,92,"<a href=https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/>Apples and Almond Butter</a>",291.0
652,108,Cheese slices,Snack,1.2,138,4,115,81,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheese-slices,472320/>Cheese slices</a>",115.0
653,109,Sausage and Egg Breakfast Sandwich,Breakfast,1.0,455,249,270,266,33,"<a href=https://www.eatthismuch.com/recipe/nutrition/sausage-and-egg-breakfast-sandwich,906627/>Sausage and Egg Breakfast Sandwich</a>",457.0
654,109,Tropical protein smoothie,Lunch,1.0,847,766,21,283,56,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
655,109,Peanut Butter & Celery,Lunch,1.0,416,106,161,85,45,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/>Peanut Butter & Celery</a>",418.0
656,109,BBQ Chicken Sandwich,Dinner,1.0,937,400,148,416,48,"<a href=https://www.eatthismuch.com/recipe/nutrition/bbq-chicken-sandwich,50746/>BBQ Chicken Sandwich</a>",940.0
657,109,Corn Flakes,Snack,1.0,221,351,49,100,8,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
658,109,Granola,Snack,1.0,138,150,67,41,25,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>",139.0
659,110,Broccoli & Feta Omelet with Toast,Breakfast,1.4,463,337,241,317,76,"<a href=https://www.eatthismuch.com/recipe/nutrition/broccoli-feta-omelet-with-toast,853858/>Broccoli & Feta Omelet with Toast</a>",334.0
660,110,Tuna Stuffed Pepper,Lunch,1.4,588,172,38,487,62,"<a href=https://www.eatthismuch.com/recipe/nutrition/tuna-stuffed-pepper,1467007/>Tuna Stuffed Pepper</a>",424.0
661,110,Strawberry and Walnut Spinach Salad,Lunch,1.4,385,163,145,70,44,"<a href=https://www.eatthismuch.com/recipe/nutrition/strawberry-and-walnut-spinach-salad,905523/>Strawberry and Walnut Spinach Salad</a>",278.0
662,110,Chicken Fajitas,Dinner,1.4,1027,466,156,435,44,"<a href=https://www.eatthismuch.com/recipe/nutrition/chicken-fajitas,412924/>Chicken Fajitas</a>",740.0
663,110,Spinach and Turkey Wrap,Snack,1.4,402,378,184,213,26,"<a href=https://www.eatthismuch.com/recipe/nutrition/spinach-and-turkey-wrap,906881/>Spinach and Turkey Wrap</a>",290.0
664,110,Cinnamon Apple Bites,Snack,1.4,112,299,2,6,38,"<a href=https://www.eatthismuch.com/recipe/nutrition/cinnamon-apple-bites,39304/>Cinnamon Apple Bites</a>",81.0
665,111,Knock-Oats,Breakfast,0.9,406,572,176,126,88,"<a href=https://www.eatthismuch.com/recipe/nutrition/knock-oats,56257/>Knock-Oats</a>",451.0
666,111,Salmon Wrapped Avocado,Lunch,0.9,876,108,363,196,76,"<a href=https://www.eatthismuch.com/recipe/nutrition/salmon-wrapped-avocado,1472987/>Salmon Wrapped Avocado</a>",972.0
667,111,Apples and Almond Butter,Lunch,0.9,524,280,163,64,69,"<a href=https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/>Apples and Almond Butter</a>",582.0
668,111,Almond Butter Chicken Salad Lettuce Wrap,Dinner,0.9,824,200,138,518,43,"<a href=https://www.eatthismuch.com/recipe/nutrition/almond-butter-chicken-salad-lettuce-wrap,1008886/>Almond Butter Chicken Salad Lettuce Wrap</a>",914.0
669,111,Pear Banana Smoothie,Snack,0.9,208,523,9,36,99,"<a href=https://www.eatthismuch.com/recipe/nutrition/pear-banana-smoothie,1012944/>Pear Banana Smoothie</a>",231.0
670,111,Almonds,Snack,0.9,147,54,128,54,31,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>",164.0
671,112,"Peach, Coconut, and Grape Smoothie",Breakfast,1.0,198,488,9,42,57,"<a href=https://www.eatthismuch.com/recipe/nutrition/peach-coconut-and-grape-smoothie,906882/>Coconut Peach Smoothie</a>",192.0
672,112,Tomato and Cheese Wrap,Lunch,1.0,624,305,161,117,23,"<a href=https://www.eatthismuch.com/recipe/nutrition/tomato-and-cheese-wrap,906965/>Tomato and Cheese Wrap</a>",604.0
673,112,Banana,Lunch,1.0,217,279,4,13,32,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana,474253/>Banana</a>",210.0
674,112,Curry-Strawberry Chicken,Dinner,1.0,1432,501,317,565,30,"<a href=https://www.eatthismuch.com/recipe/nutrition/curry-strawberry-chicken,36625/>Curry-Strawberry Chicken</a>",1384.0
675,112,Baked Sweet Potato Fries,Dinner,1.0,277,276,24,22,42,"<a href=https://www.eatthismuch.com/recipe/nutrition/baked-sweet-potato-fries,936932/>Baked Sweet Potato Fries</a>",268.0
676,112,Plain Tuna Salad,Snack,1.0,185,23,49,333,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/plain-tuna-salad,905559/>Plain Tuna Salad</a>",179.0
677,112,Strawberries,Snack,1.0,47,114,4,10,30,"<a href=https://www.eatthismuch.com/recipe/nutrition/strawberries,477663/>Strawberries</a>",46.0
678,113,Blueberry protein pudding,Breakfast,1.1,475,293,39,800,29,"<a href=https://www.eatthismuch.com/recipe/nutrition/blueberry-protein-pudding,386736/>Blueberry protein pudding</a>",432.0
679,113,Buttered Toast with Cinnamon,Breakfast,1.1,158,200,61,61,36,"<a href=https://www.eatthismuch.com/recipe/nutrition/buttered-toast-with-cinnamon,906422/>Buttered Toast with Cinnamon</a>",144.0
680,113,Big Bad Bean Burrito,Lunch,1.1,536,339,130,83,124,"<a href=https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/>Big PB&J Sandwich</a>",488.0
681,113,Cucumber Slices,Lunch,1.1,35,41,1,7,5,"<a href=https://www.eatthismuch.com/recipe/nutrition/cucumber-slices,1462006/>Cucumber Slices</a>",32.0
682,113,Flat Bread Pizza,Dinner,1.1,1301,568,330,332,54,"<a href=https://www.eatthismuch.com/recipe/nutrition/flat-bread-pizza,906423/>Flat Bread Pizza</a>",1184.0
683,113,Apples and Almond Butter,Snack,1.1,319,341,199,79,84,"<a href=https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/>Apples and Almond Butter</a>",291.0
684,113,Granola,Snack,1.1,152,166,74,46,28,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>",139.0
685,114,Knock-Oats,Breakfast,1.0,448,632,195,139,97,"<a href=https://www.eatthismuch.com/recipe/nutrition/knock-oats,56257/>Knock-Oats</a>",451.0
686,114,Tropical protein smoothie,Lunch,1.0,846,765,21,282,56,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
687,114,Peanut Butter & Celery,Lunch,1.0,416,106,161,85,45,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/>Peanut Butter & Celery</a>",418.0
688,114,BBQ Chicken Sandwich,Dinner,1.0,935,400,148,416,48,"<a href=https://www.eatthismuch.com/recipe/nutrition/bbq-chicken-sandwich,50746/>BBQ Chicken Sandwich</a>",940.0
689,114,Basic protein shake,Snack,1.0,240,146,57,318,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/>Basic protein shake</a>",242.0
690,114,Grapes,Snack,1.0,103,271,1,10,13,"<a href=https://www.eatthismuch.com/recipe/nutrition/grapes,474464/>Grapes</a>",104.0
691,115,Peanut Butter Protein Oats,Breakfast,1.3,487,407,173,446,65,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-protein-oats,905819/>Peanut Butter Protein Oats</a>",390.0
692,115,Coconut Milk Protein Shake,Lunch,1.3,900,237,100,637,25,"<a href=https://www.eatthismuch.com/recipe/nutrition/coconut-milk-protein-shake,34529/>Coconut Milk Protein Shake</a>",720.0
693,115,Mongolian Beef,Dinner,1.3,1163,581,247,341,11,"<a href=https://www.eatthismuch.com/recipe/nutrition/mongolian-beef,930989/>Mongolian Beef</a>",930.0
694,115,Steamed Broccoli with Tomato,Dinner,1.3,172,171,10,66,71,"<a href=https://www.eatthismuch.com/recipe/nutrition/steamed-broccoli-with-tomato,905841/>Steamed Broccoli</a>",138.0
695,115,Spinach Avocado Smoothie Bowl,Snack,1.3,192,91,165,23,63,"<a href=https://www.eatthismuch.com/recipe/nutrition/spinach-avocado-smoothie-bowl,1028348/>Spinach Avocado Smoothie Bowl</a>",154.0
696,115,Oranges,Snack,1.3,77,192,2,15,38,"<a href=https://www.eatthismuch.com/recipe/nutrition/oranges,477502/>Oranges</a>",62.0
697,116,Tropical protein smoothie,Breakfast,1.3,563,1019,29,376,75,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Tropical protein smoothie</a>",425.0
698,116,Big Bad Bean Burrito,Lunch,1.3,646,409,157,100,149,"<a href=https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/>Big PB&J Sandwich</a>",488.0
699,116,Banana,Lunch,1.3,278,357,5,17,41,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana,474253/>Banana</a>",210.0
700,116,Easy Grilled Chicken Teriyaki,Dinner,1.3,988,168,112,763,1,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-grilled-chicken-teriyaki,36663/>Easy Grilled Chicken Teriyaki</a>",746.0
701,116,Steamed Broccoli with Tomato,Dinner,1.3,182,181,10,70,75,"<a href=https://www.eatthismuch.com/recipe/nutrition/steamed-broccoli-with-tomato,905841/>Steamed Broccoli</a>",138.0
702,116,Grapes,Snack,1.3,137,361,2,14,18,"<a href=https://www.eatthismuch.com/recipe/nutrition/grapes,474464/>Grapes</a>",104.0
